,id,shelf,shelf_name,division,book,book_name,page,path,formula,tabulated,num_n,num_k,wl_n_min,wl_n_max,wl_k_min,wl_k_max
443,443,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-100K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-100K.yml,0,n,35,0,1.2,14.0,0.0,inf
444,444,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-150K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-150K.yml,0,n,35,0,1.2,14.0,0.0,inf
445,445,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-200K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-200K.yml,0,n,35,0,1.2,14.0,0.0,inf
446,446,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-250K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-250K.yml,0,n,35,0,1.2,14.0,0.0,inf
447,447,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-293K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-293K.yml,0,n,35,0,1.2,14.0,0.0,inf
448,448,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-350K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-350K.yml,0,n,35,0,1.2,14.0,0.0,inf
449,449,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-400K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-400K.yml,0,n,35,0,1.2,14.0,0.0,inf
450,450,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-450K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-450K.yml,0,n,35,0,1.2,14.0,0.0,inf
451,451,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-500K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-500K.yml,0,n,35,0,1.2,14.0,0.0,inf
452,452,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-550K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-550K.yml,0,n,35,0,1.2,14.0,0.0,inf
453,453,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-600K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-600K.yml,0,n,35,0,1.2,14.0,0.0,inf
454,454,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-650K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-650K.yml,0,n,35,0,1.2,14.0,0.0,inf
455,455,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-700K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-700K.yml,0,n,35,0,1.2,14.0,0.0,inf
456,456,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Li-750K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Li-750K.yml,0,n,35,0,1.2,14.0,0.0,inf
457,457,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Crystalline silicon),Si (Silicon) (Crystalline silicon),Salzberg,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Salzberg.yml,1,,0,0,1.357,11.04,0.0,inf
458,458,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Si (Amorphous silicon (α-Si)),Si (Silicon) (Amorphous silicon (α-Si)),Pierce,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Si/Pierce.yml,0,nk,46,46,0.1033,2.066,0.1033,2.066
459,459,main,MAIN - simple inorganic materials,"Si - Silicon, silicides and silicates",Bi12SiO20,"Bi<sub>12</sub>SiO<sub>20</sub> (Bismuth silicate, BSO)",Gospodinov,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Bi12SiO20/Gospodinov.yml,1,,0,0,0.48,0.7,0.0,inf
460,460,main,MAIN - simple inorganic materials,Sn - Tin,Sn,Sn (Tin),Golovashkin-293,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Sn/Golovashkin-293.yml,0,nk,23,23,0.73,12.0,0.73,12.0
461,461,main,MAIN - simple inorganic materials,Sn - Tin,Sn,Sn (Tin),Golovashkin-78,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Sn/Golovashkin-78.yml,0,nk,23,23,0.73,12.0,0.73,12.0
462,462,main,MAIN - simple inorganic materials,Sn - Tin,Sn,Sn (Tin),Golovashkin-4.2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Sn/Golovashkin-4.2.yml,0,nk,19,19,0.93,12.0,0.93,12.0
463,463,main,MAIN - simple inorganic materials,Sr - Strontium,Sr,Sr (Strontium),Rodriguez-de_Marcos,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Sr/Rodriguez-de Marcos.yml,0,nk,1124,1124,0.001011751,0.212037407,0.001011751,0.212037407
464,464,main,MAIN - simple inorganic materials,Ta - Tantalum and Tantalates,Ta,Ta (Tantalum),Werner,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ta/Werner.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
465,465,main,MAIN - simple inorganic materials,Ta - Tantalum and Tantalates,Ta,Ta (Tantalum),Werner-DFT,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ta/Werner-DFT.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
466,466,main,MAIN - simple inorganic materials,Ta - Tantalum and Tantalates,Ta,Ta (Tantalum),Ordal,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ta/Ordal.yml,0,nk,49,49,0.667,125.0,0.667,125.0
467,467,main,MAIN - simple inorganic materials,Ta - Tantalum and Tantalates,Ta,Ta (Tantalum),Windt,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ta/Windt.yml,0,nk,36,36,0.00236,0.12157,0.00236,0.12157
468,468,main,MAIN - simple inorganic materials,Ta - Tantalum and Tantalates,KTaO3,KTaO<sub>3</sub> (Potassium tantalate),Fujii,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/KTaO3/Fujii.yml,1,,0,0,0.4,1.06,0.0,inf
469,469,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,Te,Te (Tellurium),Sherman-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Te/Sherman-o.yml,2,,0,0,8.5,30.3,0.0,inf
470,470,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,Te,Te (Tellurium),Sherman-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Te/Sherman-e.yml,2,,0,0,8.5,30.3,0.0,inf
471,471,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,Te,Te (Tellurium),Caldwell-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Te/Caldwell-o.yml,2,,0,0,4.0,14.0,0.0,inf
472,472,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,Te,Te (Tellurium),Caldwell-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Te/Caldwell-e.yml,2,,0,0,4.0,14.0,0.0,inf
473,473,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,CdTe,CdTe (Cadmium telluride),Treharne,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CdTe/Treharne.yml,0,nk,583,583,0.30141754,1.4979382,0.30141754,1.4979382
474,474,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,CdTe,CdTe (Cadmium telluride),DeBell-300K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CdTe/DeBell-300K.yml,2,,0,0,6.0,22.0,0.0,inf
475,475,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,CdTe,CdTe (Cadmium telluride),DeBell-80K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CdTe/DeBell-80K.yml,2,,0,0,6.0,22.0,0.0,inf
476,476,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,CdTe,CdTe (Cadmium telluride),DeBell-20K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CdTe/DeBell-20K.yml,2,,0,0,6.0,22.0,0.0,inf
477,477,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,CdTe,CdTe (Cadmium telluride),Marple,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CdTe/Marple.yml,2,,0,0,0.86,2.5,0.0,inf
478,478,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,MoTe2,MoTe<sub>2</sub> (Molybdenum ditelluride),Beal,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/MoTe2/Beal.yml,0,nk,100,100,0.06911,1.216,0.06911,1.216
479,479,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,PbTe,PbTe (Lead telluride),Weiting-300K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/PbTe/Weiting-300K.yml,4,,0,0,4.099,12.51,0.0,inf
480,480,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,PbTe,PbTe (Lead telluride),Weiting-130K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/PbTe/Weiting-130K.yml,4,,0,0,5.189,12.51,0.0,inf
481,481,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,PbTe,PbTe (Lead telluride),Weiting-80K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/PbTe/Weiting-80K.yml,4,,0,0,5.189,12.51,0.0,inf
482,482,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,ZnTe,ZnTe (Zinc telluride),Li,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/ZnTe/Li.yml,4,,0,0,0.55,30.0,0.0,inf
483,483,main,MAIN - simple inorganic materials,Te - Tellurium and tellurides,ZnTe,ZnTe (Zinc telluride),Marple,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/ZnTe/Marple.yml,2,,0,0,0.58,2.5,0.0,inf
484,484,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,Ti,Ti (Titanium),Rakic,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ti/Rakic.yml,0,nk,200,200,0.20664,12.398,0.20664,12.398
485,485,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,Ti,Ti (Titanium),Werner,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ti/Werner.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
486,486,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,Ti,Ti (Titanium),Werner-DFT,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ti/Werner-DFT.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
487,487,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,Ti,Ti (Titanium),Ordal,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ti/Ordal.yml,0,nk,51,51,0.667,200.0,0.667,200.0
488,488,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,Ti,Ti (Titanium),Windt,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ti/Windt.yml,0,nk,36,36,0.00236,0.12157,0.00236,0.12157
489,489,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,Ti,Ti (Titanium),Johnson,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ti/Johnson.yml,0,nk,49,49,0.188,1.937,0.188,1.937
490,490,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,Ti,Ti (Titanium),Mash,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Ti/Mash.yml,0,nk,46,46,0.4,10.0,0.4,10.0
491,491,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,BaTiO3,BaTiO<sub>3</sub> (Barium titanate),Wemple-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/BaTiO3/Wemple-o.yml,1,,0,0,0.4,0.7,0.0,inf
492,492,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,BaTiO3,BaTiO<sub>3</sub> (Barium titanate),Wemple-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/BaTiO3/Wemple-e.yml,1,,0,0,0.4,0.7,0.0,inf
493,493,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,Bi4Ti3O12,"Bi<sub>4</sub>Ti<sub>3</sub>O<sub>12</sub> (Bismuth titanate, BTO)",Simon-a,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Bi4Ti3O12/Simon-a.yml,2,,0,0,0.45,0.7,0.0,inf
494,494,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,Bi4Ti3O12,"Bi<sub>4</sub>Ti<sub>3</sub>O<sub>12</sub> (Bismuth titanate, BTO)",Simon-b,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Bi4Ti3O12/Simon-b.yml,2,,0,0,0.45,0.7,0.0,inf
495,495,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,PbTiO3,PbTiO<sub>3</sub> (Lead titanate),Singh-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/PbTiO3/Singh-o.yml,2,,0,0,0.45,1.15,0.0,inf
496,496,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,PbTiO3,PbTiO<sub>3</sub> (Lead titanate),Singh-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/PbTiO3/Singh-e.yml,2,,0,0,0.45,1.15,0.0,inf
497,497,main,MAIN - simple inorganic materials,Ti - Titanium and titanates,SrTiO3,"SrTiO<sub>3</sub> (Strontium titanate, STO)",Dodge,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/SrTiO3/Dodge.yml,1,,0,0,0.43,3.8,0.0,inf
498,498,main,MAIN - simple inorganic materials,Tm - Thulium,Tm,Tm (Thulium),Vidal-Dasilva,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Tm/Vidal-Dasilva.yml,0,nk,1611,1611,0.00077478,0.480311785,0.00077478,0.480311785
499,499,main,MAIN - simple inorganic materials,V - Vanadium and vanadates,V,V (Vanadium),Werner,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/V/Werner.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
500,500,main,MAIN - simple inorganic materials,V - Vanadium and vanadates,V,V (Vanadium),Werner-DFT,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/V/Werner-DFT.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
501,501,main,MAIN - simple inorganic materials,V - Vanadium and vanadates,V,V (Vanadium),Johnson,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/V/Johnson.yml,0,nk,49,49,0.188,1.937,0.188,1.937
502,502,main,MAIN - simple inorganic materials,V - Vanadium and vanadates,YVO4,YVO<sub>4</sub> (Yttrium vanadate),Shi-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/YVO4/Shi-o.yml,4,,0,0,0.48,1.34,0.0,inf
503,503,main,MAIN - simple inorganic materials,V - Vanadium and vanadates,YVO4,YVO<sub>4</sub> (Yttrium vanadate),Shi-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/YVO4/Shi-e.yml,4,,0,0,0.48,1.34,0.0,inf
504,504,main,MAIN - simple inorganic materials,W - Tungsten and tungstates,W,W (Tungsten),Rakic,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/W/Rakic.yml,0,nk,200,200,0.20664,12.398,0.20664,12.398
505,505,main,MAIN - simple inorganic materials,W - Tungsten and tungstates,W,W (Tungsten),Werner,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/W/Werner.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
506,506,main,MAIN - simple inorganic materials,W - Tungsten and tungstates,W,W (Tungsten),Werner-DFT,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/W/Werner-DFT.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684
507,507,main,MAIN - simple inorganic materials,W - Tungsten and tungstates,W,W (Tungsten),Ordal,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/W/Ordal.yml,0,nk,51,51,0.667,200.0,0.667,200.0
508,508,main,MAIN - simple inorganic materials,W - Tungsten and tungstates,W,W (Tungsten),Windt,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/W/Windt.yml,0,nk,36,36,0.00236,0.12157,0.00236,0.12157
509,509,main,MAIN - simple inorganic materials,W - Tungsten and tungstates,CaWO4,CaWO<sub>4</sub> (Calcium tungstate),Bond-o,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CaWO4/Bond-o.yml,1,,0,0,0.45,4.0,0.0,inf
510,510,main,MAIN - simple inorganic materials,W - Tungsten and tungstates,CaWO4,CaWO<sub>4</sub> (Calcium tungstate),Bond-e,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/CaWO4/Bond-e.yml,1,,0,0,0.45,4.0,0.0,inf
511,511,main,MAIN - simple inorganic materials,Xe - Xenon,Xe (Gas),Xe (Xenon) (Gas),Bideau-Mehu,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Xe/Bideau-Mehu.yml,6,,0,0,0.1404,0.6234,0.0,inf
512,512,main,MAIN - simple inorganic materials,Xe - Xenon,Xe (Gas),Xe (Xenon) (Gas),Koch,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Xe/Koch.yml,0,n,20,0,0.230209,0.623437,0.0,inf
513,513,main,MAIN - simple inorganic materials,Xe - Xenon,Xe (Gas),Xe (Xenon) (Gas),Cuthbertson,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Xe/Cuthbertson.yml,6,,0,0,0.48,0.6708,0.0,inf
514,514,main,MAIN - simple inorganic materials,Xe - Xenon,Xe (Liquid),Xe (Xenon) (Liquid),Sinnock-liquid-178K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Xe/Sinnock-liquid-178K.yml,0,n,10,0,0.3612,0.6439,0.0,inf
515,515,main,MAIN - simple inorganic materials,Xe - Xenon,Xe (Liquid),Xe (Xenon) (Liquid),Sinnock-liquid-174K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Xe/Sinnock-liquid-174K.yml,0,n,10,0,0.3612,0.6439,0.0,inf
516,516,main,MAIN - simple inorganic materials,Xe - Xenon,Xe (Liquid),Xe (Xenon) (Liquid),Sinnock-liquid-170K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Xe/Sinnock-liquid-170K.yml,0,n,10,0,0.3612,0.6439,0.0,inf
517,517,main,MAIN - simple inorganic materials,Xe - Xenon,Xe (Liquid),Xe (Xenon) (Liquid),Sinnock-liquid-166K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Xe/Sinnock-liquid-166K.yml,0,n,10,0,0.3612,0.6439,0.0,inf
518,518,main,MAIN - simple inorganic materials,Xe - Xenon,Xe (Liquid),Xe (Xenon) (Liquid),Sinnock-liquid-161.35K,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/main/Xe/Sinnock-liquid-161.35K.yml,0,n,10,0,0.3612,0.6439,0.0,inf
